"ProvinceID","Province","MunicipalityID","Municipality","WardID","Name","Delimitation_ProvinceID","Delimitation_Province","Delimitation_MunicipalityID","Delimitation_Municipality","Delimitation_WardID","Delimitation_VDNumber","PartyDetail_ID","PartyDetail_Name","PartyDetail_Abbreviation","PartyDetail_LogoUrl","PartyDetail_RegStatus","PartyDetail_RegLevel","PartyDetail_ContactDetails_ContactPerson","PartyDetail_ContactDetails_Tel","PartyDetail_ContactDetails_Fax","PartyDetail_ContactDetails_PostalAddress","PartyDetail_ContactDetails_WebsiteUrl","Municipality_ID","Municipality_Name","Municipality_ContactDetails_ContactPerson","Municipality_ContactDetails_Tel","Municipality_ContactDetails_Fax","Municipality_ContactDetails_PostalAddress","Municipality_ContactDetails_WebsiteUrl","PartyID","PartyName","PartyAbbreviation"
"0","","0","WC013 - Bergrivier","0","RAYNOLD MATHEW VAN ROOY","9","Western Cape","9904","WC013 - Bergrivier","10103004","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9904","WC013 - Bergrivier","","022 - 913 6000","022 - 913 1500","","www.bergmun.gov.za","0","",""
"0","","0","WC013 - Bergrivier","0","MARIO ANDRÉ WESSELS","9","Western Cape","9904","WC013 - Bergrivier","10103005","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9904","WC013 - Bergrivier","","022 - 913 6000","022 - 913 1500","","www.bergmun.gov.za","0","",""
"0","","0","WC013 - Bergrivier","0","RHIME LOUIS LAUBSCHER","9","Western Cape","9904","WC013 - Bergrivier","10103006","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","MICHAEL JONATHAN SMITH","","","    ","http://www.da.org.za","9904","WC013 - Bergrivier","","022 - 913 6000","022 - 913 1500","","www.bergmun.gov.za","0","",""
"0","","0","WC013 - Bergrivier","0","JOHANNES JOGEMES MOOLMAN","9","Western Cape","9904","WC013 - Bergrivier","10103007","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9904","WC013 - Bergrivier","","022 - 913 6000","022 - 913 1500","","www.bergmun.gov.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","MZWANDILE SIMON BIKO","9","Western Cape","9905","WC014 - Saldanha Bay","10104001","0","1748","UMKHONTO WESIZWE PARTY","MKP","MKP.jpg","Registered","National","","","","    ","","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","LEONARD MITCHELL","9","Western Cape","9905","WC014 - Saldanha Bay","10104002","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","CHARLEEN CLAUDETTE VAN NOOI","9","Western Cape","9905","WC014 - Saldanha Bay","10104003","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","GERALD CLEOPHAS","9","Western Cape","9905","WC014 - Saldanha Bay","10104004","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","SURITHA DU PLESSIS","9","Western Cape","9905","WC014 - Saldanha Bay","10104005","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","ADRIAAN JOHANNES ALBERTUS GROENEWALD","9","Western Cape","9905","WC014 - Saldanha Bay","10104006","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","MIRANDA SCHRADER","9","Western Cape","9905","WC014 - Saldanha Bay","10104007","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","EVENTHIA VAUGHAN","9","Western Cape","9905","WC014 - Saldanha Bay","10104008","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","MTHOBELI TWALA","9","Western Cape","9905","WC014 - Saldanha Bay","10104009","0","945","ECONOMIC FREEDOM FIGHTERS","EFF","EFF.jpg","Registered","National","","","","    ","WWW.EFFONLINE.ORG","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","OLWENE DAPHPE DANIELS","9","Western Cape","9905","WC014 - Saldanha Bay","10104010","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","SHARON MARIONETTE SCHOLTZ","9","Western Cape","9905","WC014 - Saldanha Bay","10104011","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","LELETHU MBANE","9","Western Cape","9905","WC014 - Saldanha Bay","10104012","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","MICHAEL HENRY SCHAFFERS","9","Western Cape","9905","WC014 - Saldanha Bay","10104013","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"0","","0","WC014 - Saldanha Bay","0","WILHELM JORIAAS AMERICA","9","Western Cape","9905","WC014 - Saldanha Bay","10104014","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9905","WC014 - Saldanha Bay","","022 - 701 7000","022 - 715 1518","","www.saldanhabay.co.za","0","",""
"9","Western Cape","9905","WC014 - Saldanha Bay","10104015","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","Western Cape","9905","WC014 - Saldanha Bay","10104016","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","","0","WC015 - Swartland","0","MARLENE NEL","9","Western Cape","9906","WC015 - Swartland","10105001","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","DESMOND CHRISTOPHER PYPERS","9","Western Cape","9906","WC015 - Swartland","10105002","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","NICOLENE SMIT","9","Western Cape","9906","WC015 - Swartland","10105003","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","RICHARD JOHN JOOSTE","9","Western Cape","9906","WC015 - Swartland","10105004","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","MICHAEL ADOLPH RANGASAMY","9","Western Cape","9906","WC015 - Swartland","10105005","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","ALBERT KARELS WARNICK","9","Western Cape","9906","WC015 - Swartland","10105006","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","ALLAN MARK WILLIAMS","9","Western Cape","9906","WC015 - Swartland","10105007","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","PIERRE-JEANNE ALBERTYN","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","JANETTA MARIA DE BEER","9","Western Cape","9906","WC015 - Swartland","10105008","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","MKHULULI NGOZI","9","Western Cape","9906","WC015 - Swartland","10105009","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","TIJMEN VAN ESSEN","9","Western Cape","9906","WC015 - Swartland","10105010","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","RAYMOND RICARDO MAINS","9","Western Cape","9906","WC015 - Swartland","10105011","0","957","PATRIOTIC ALLIANCE","PA","PA.jpg","Registered","National","BRUCE ALDRIN NIMMERHOUDT                                  ","","","    ","","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC015 - Swartland","0","DESIREE GERALDINE BESS","9","Western Cape","9906","WC015 - Swartland","10105012","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9906","WC015 - Swartland","","022 - 487 9400","022 - 487 9440","","www.swartland.org.za","0","",""
"0","","0","WC022 - Witzenberg","0","ANDILE LULAMILE GILI","9","Western Cape","9909","WC022 - Witzenberg","10202001","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","PATRIC DANIELS","9","Western Cape","9909","WC022 - Witzenberg","10202002","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","","","","    ","http://www.da.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","DIRK SWART","9","Western Cape","9909","WC022 - Witzenberg","10202003","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","JOACHEM JACOBUS VISAGIE","9","Western Cape","9909","WC022 - Witzenberg","10202004","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","HENDRIK JOHANNES SMIT","9","Western Cape","9909","WC022 - Witzenberg","10202005","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","KARRIEM ADAMS","9","Western Cape","9909","WC022 - Witzenberg","10202006","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","JACOB ZALIE","9","Western Cape","9909","WC022 - Witzenberg","10202007","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","GWEN JUDITH FRANSE","9","Western Cape","9909","WC022 - Witzenberg","10202008","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","MXOLISI JOSEPH NDABA","9","Western Cape","9909","WC022 - Witzenberg","10202009","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","SOPHIA DE BRUIN","9","Western Cape","9909","WC022 - Witzenberg","10202010","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","ELIZABETH MARY SIDEGO","9","Western Cape","9909","WC022 - Witzenberg","10202011","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC022 - Witzenberg","0","KHANYISO YISA","9","Western Cape","9909","WC022 - Witzenberg","10202012","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9909","WC022 - Witzenberg","","023 - 316 1854","023 - 316 1877","","www.witzenberg.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","CALVIN KROUTZ","9","Western Cape","9910","WC023 - Drakenstein","10203001","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","NICOLAAS DANIËL SAUERMAN","9","Western Cape","9910","WC023 - Drakenstein","10203002","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","ANNELIZE COMBRINK","9","Western Cape","9910","WC023 - Drakenstein","10203003","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","JOHAN MILLER","9","Western Cape","9910","WC023 - Drakenstein","10203004","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","THOBANI PATRICK MOOI","9","Western Cape","9910","WC023 - Drakenstein","10203005","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","NOTHULA NONGOGO","9","Western Cape","9910","WC023 - Drakenstein","10203006","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","RUTH BELLDINE ARNOLDS","9","Western Cape","9910","WC023 - Drakenstein","10203007","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","NTOMBOVUYO GODONGWANA","9","Western Cape","9910","WC023 - Drakenstein","10203008","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","LUVUYO ESPIN BOLANI","9","Western Cape","9910","WC023 - Drakenstein","10203009","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","CHRISTEPHINE KEARNS","9","Western Cape","9910","WC023 - Drakenstein","10203010","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","AIDAN CHARLES STOWMAN","9","Western Cape","9910","WC023 - Drakenstein","10203011","0","52","DEMOCRATIC ALLIANCE","DA","DA.jpg","Registered","National","CATHARINA SUSANNA ABELL","","","    ","http://www.da.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
"0","","0","WC023 - Drakenstein","0","LUDIA SINDISWA MAGOJO","9","Western Cape","9910","WC023 - Drakenstein","10203012","0","7","AFRICAN NATIONAL CONGRESS","ANC","ANC.jpg","Registered","National","SHANAAZ LAMARA                                       ","","","    ","http://www.anc1912.org.za","9910","WC023 - Drakenstein","","021 - 807 4500","021 - 872 3757","","www.drakenstein.gov.za","0","",""
